id,category,input,expected_result,reason,source,source_url
23,정상,"부여군 지역에 폭염 주의보 발효중. 야외작업(논밭작업, 공사현장 등) 자제, 충분한 수분섭취, 그늘에서 휴식 등 건강관리에 유의하시기 바랍니다. [부여군]",안전,"실제 지자체 발송 폭염주의보 안내문자.",행정안전부 재난안전데이터공유플랫폼,https://www.safetydata.go.kr/disaster-data/disasterNotificationDetail?sn=262149
24,정상,"관내 폭염특보 발효중. 낮시간대 영농·공사·운동 활동 자제, 충분한 물·그늘·휴식 등 건강관리 유의, 주변 노약자들의 건강과 안전을 살펴주시기 바랍니다.[울진군]",안전,"고령층 등 취약계층 보호를 당부하는 실제 지자체 발송 폭염특보 문자.",행정안전부 재난안전데이터공유플랫폼,https://www.safetydata.go.kr/disaster-data/disasterNotificationDetail?sn=262148
25,정상,"호우로 인하여 유성구 죽동천교 아래 하상도로가 차단되었으니, 차량은 우회하여 운행해 주시기 바랍니다. [유성구]",안전,"실제 도로 통제 안내 안전안내문자.",행정안전부 재난안전데이터공유플랫폼,https://www.safetydata.go.kr/disaster-data/disasterNotificationDetail?sn=262147
26,정상,"오늘 16:10 경기(광주,용인서북부) 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 하천 범람에 유의. [행정안전부]",안전,"행정안전부 명의로 발송된 실제 호우주의보 문자.",행정안전부 재난안전데이터공유플랫폼,https://www.safetydata.go.kr/disaster-data/disasterNotificationDetail?sn=262146
27,정상,"강한 비와 낙뢰로 인해 곤지암 일원 인명 피해가 발생하였습니다. 하천변 접근 금지, 안전한 실내로 대피하여 안전관리에 유의하시기 바랍니다. [광주시]",안전,"실제 인명피해 발생 후 발송된 긴급 안전안내문자.",행정안전부 재난안전데이터공유플랫폼,https://www.safetydata.go.kr/disaster-data/disasterNotificationDetail?sn=262145
28,정상,"오늘 16:00 폭염경보. 야외 활동을 자제하세요. 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [행정안전부]",안전,"행정안전부 명의로 발송된 실제 폭염경보 문자.",행정안전부 재난안전데이터공유플랫폼,https://www.safetydata.go.kr/disaster-data/disasterNotificationDetail?sn=262144
29,스미싱,"고유가 피해지원금 지급 대상자로 선정되셨습니다. 아래 링크에서 신청하세요.",위험,"정부·카드사·지역화폐사는 지원금 관련 문자에 URL 링크를 넣지 않는다고 공식 발표. 링크가 있으면 100% 사기.",강남구청 / 정부(조세일보 보도),https://www.gangnam.go.kr/board/cardnews/1210/view.do?mid=ID01_0306
30,스미싱,"[국민비서] 추석 연휴 교통법규 위반에 따른 범칙금이 부과되었습니다. 아래 링크에서 확인하세요.",위험,"명절 연휴를 앞두고 교통 범칙금·쓰레기 과태료 등 공공기관을 사칭하는 스미싱이 급증한다고 과기정통부·경찰청·KISA·금융위·금감원이 공동 발표.",과학기술정보통신부 외 관계부처,https://m.boannews.com/html/detail.html?idx=139491
31,보이스피싱,"저금리로 대환대출이 가능합니다. 신용점수 상승을 위해 우선 거래내역이 필요합니다.",위험,"저금리 대출광고로 유인 후 선입금·거래내역 제공을 요구하는 대출빙자형 보이스피싱. 실제 피해자(남,44세)가 7천6백만원을 편취당한 사례가 금감원 소비자경보에 포함됨.",금융감독원(KDI 경제교육정보센터 게재),https://eiec.kdi.re.kr/policy/materialView.do?num=266809
32,보이스피싱,"OO저축은행입니다. 정부지원 대출 진행 중인데 기존 대출이 있어 계약 위반이니 먼저 상환하셔야 합니다.",위험,"대환대출을 빙자해 기존 대출 상환을 유도하는 수법. 실제 피해자(남,59세)가 6천2백만원을 편취당한 사례가 금감원 소비자경보에 포함됨.",금융감독원(KDI 경제교육정보센터 게재),https://eiec.kdi.re.kr/policy/materialView.do?num=266809
33,보이스피싱,"케이뱅크 임직원입니다. 문자로 대출 상담과 승인을 도와드리겠습니다.",위험,"케이뱅크는 지점이 없는 인터넷은행으로, 임직원이 문자·카카오톡·전화로 대출을 상담·권유하는 일이 없다고 공식 공지.",케이뱅크(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=121284
34,보이스피싱,"금융감독원입니다. 카카오톡 알림톡으로 금융법 위반 사실을 안내드립니다.",위험,"금융감독원 명의를 사칭한 카카오톡 알림톡 사례가 실제 발견됨. 정식 기관 인증마크 없는 금감원 알림톡은 전부 사기.",금융감독원(MHN 보도),https://www.mhnse.com/news/articleView.html?idxno=401753
35,보이스피싱,"(가짜 주차위반 QR코드) 과태료 조회 및 납부는 아래 QR코드를 스캔해주세요.",위험,"주차위반 딱지나 과태료 안내장에 가짜 QR코드를 붙여 스캔을 유도하는 큐싱 수법. 실제 신용보증재단중앙회·금융감독원이 발표한 피해 사례에서 QR 스캔 직후 소액결제(35만원)가 발생.",한국경제(신용보증재단중앙회·금융감독원 발표 인용),https://www.hankyung.com/article/2024021694047
36,보이스피싱,"엄마 나 폰 액정 깨져서 전화가 안 돼. 문화상품권 사야 하는데 신분증 사진 좀 보내줘.",위험,"자녀를 사칭해 휴대폰 고장을 핑계로 문자로만 연락하며 신분증 사진과 상품권 구매를 요구하는 메신저피싱. 실제 신고 사례를 뉴시스가 보도.",뉴시스(경찰 신고 사례 보도),https://v.daum.net/v/kHyIqb4C5P
37,보이스피싱,"본인 확인을 위해 계좌번호와 인증번호를 알려줘.",위험,"자녀를 사칭해 비대면으로 개인정보·계좌번호를 요구하는 사례. 가족이라도 비대면으로 금전·개인정보를 요구하면 반드시 직접 전화로 본인 확인이 필요.",금융감독원 자료(보안뉴스 보도),http://www.boannews.com/media/view.asp?idx=123330
38,스미싱,"아버지께서 금일 아침에 별세하셨기에 삼가 알려 드립니다. 장례식장 주소 링크(URL)",위험,"부고 문자에 모바일 부고장 링크를 붙이는 관행을 악용한 스미싱. 링크 클릭 시 좀비폰이 되어 주소록의 지인들에게 같은 문자가 자동 발송됨.",대한민국 정책브리핑(관계부처 합동 발표),https://www.korea.kr/news/policyNewsView.do?newsId=148923848
39,스미싱,"[국민건강보험] 건강검진 진단서 발송완료. 아래 링크에서 확인하세요.",위험,"국민건강보험공단은 검진결과를 문자로 안내하지 않으며, 공식 안내 문자에는 URL을 포함하지 않는다고 공식 확인. URL이 포함된 검진결과 문자는 100% 사기.",국민건강보험공단(보안뉴스 보도),https://m.boannews.com/html/detail.html?tab_type=1&idx=133829
40,건강정보,"백신을 맞으면 몸에 전자칩이 심어집니다.",위험,"코로나19 백신 관련 대표적 괴담 중 하나로 질병관리청이 근거 없는 낭설로 공식 반박.",청년의사(질병관리청 취재),http://www.docdocdoc.co.kr/news/articleView.html?idxno=2013957
41,건강정보,"백신을 맞으면 유전자가 변형됩니다.",위험,"코로나19 백신 관련 대표적 괴담 중 하나로 과학적 근거가 없음이 확인됨.",청년의사(질병관리청 취재),http://www.docdocdoc.co.kr/news/articleView.html?idxno=2013957
42,건강정보,"고춧대차, 유산균, 녹차를 먹으면 코로나19를 치료할 수 있습니다.",위험,"명확한 치료제가 없던 시기 확산된 '공포마케팅'성 가짜정보로, 특정 식재료의 코로나19 치료 효과는 입증된 바 없음.",청년의사,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2013957
43,정상,"[국민건강보험공단] 귀하는 국가건강검진 대상자입니다. 자세한 사항은 문의: 1577-1000",안전,"국민건강보험공단의 실제 공식 안내 문자는 대표 전화번호만 명시하며 어떤 인터넷 주소(URL)도 포함하지 않는다고 공식 확인.",국민건강보험공단(보안뉴스 보도),https://m.boannews.com/html/detail.html?tab_type=1&idx=133829
44,보이스피싱,"세금 감면 대상이 되셨는데, 처리를 위해 본인 명의 통장과 체크카드를 보내주시면 사례금을 드리겠습니다.",위험,"세금 감면·아르바이트 채용 등을 명목으로 통장·카드 양도를 유도해 대포통장으로 악용하는 수법. 통장을 빌려주기만 해도 형사처벌 대상이 됨.",법무법인 든든(형사),https://crime.trust-law.co.kr/law_columns/%EC%98%88%EA%B8%88%EA%B3%84%EC%A2%8C%EB%A5%BC-%EC%A0%9C%EA%B3%B5%ED%95%9C-%EA%B2%83-%EB%BF%90%EC%9D%B8%EB%8D%B0/
45,보이스피싱,"여행 리뷰 작성하고 팀미션에 참여하면 포인트를 현금으로 돌려드립니다. 출금을 위해 본인인증 후 지정 계좌로 입금해주세요.",위험,"여행사를 사칭해 리뷰·팀미션으로 포인트를 쌓게 한 뒤 출금 명목으로 입금을 요구하고 잠적하는 신종 피싱. 등록 지역이 해외인 최근 개설 도메인에서 다수 탐지됨.",보안뉴스(누리랩 AskURL 분석),https://m.boannews.com/html/detail.html?idx=137268
46,보이스피싱,"아빠 나 사고 났어. 지금 다른 사람한테 말하지 말고 이 계좌로 급하게 돈 좀 보내줘.",위험,"AI로 복제한 자녀 목소리(딥보이스)로 접근하는 신종 수법. 실제 70대 피해자가 딸 목소리와 완전히 똑같다고 믿고 2천만원을 송금한 사례가 있음. 목소리만으로는 가족과 구별이 사실상 불가능해 고령층이 가장 헷갈려하는 유형.",시사캐스트,http://www.sisacast.kr/news/articleView.html?idxno=95752
47,보이스피싱,"할머니 저예요 손자. 지금 문제가 생겨서 감옥에 있어요. 아무한테도 말하지 말고 여기로 돈 보내주세요.",위험,"손자의 전화번호·목소리를 복제하고 가족만 아는 사적 정보까지 언급하며 비밀 유지를 요구하는 수법. 실제 목소리와 구분이 안 될 정도로 정교해 미국 FCC가 '전화로 확인하지 말고 알고 있는 번호로 직접 재확인하라'고 경고.",코리아데일리(미국 FCC 사례 보도),https://www.koreadaily.com/article/20250317202258181
48,보이스피싱,"475,000원 승인완료. 본인이 결제하지 않으셨다면 아래 번호로 즉시 연락주세요.",위험,"실제 카드 결제 승인 문자와 형식이 거의 동일해 구별이 어려운 허위 소액결제 문자. 안내된 번호로 전화하면 검찰·금융위 직원을 사칭한 조직원과 연결됨.",경찰청(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=84349
49,보이스피싱,"고객님 명의로 대포통장이 발견돼 금융정보 유출이 우려되니, 대출을 받아 금감원 직원에게 전달하셔야 합니다.",위험,"실제 피해자가 8천만원을 대출받아 전달하려던 중 경찰·금융기관 합동 캠페인 부스에서 상담을 받고 피해를 막은 실제 예방 사례. 검찰·금감원은 이런 식으로 자금 전달을 절대 요구하지 않음.",경찰청(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=84349
50,보이스피싱,"고객님이 신청하신 신용카드가 해외 지점에서 발급 완료되어 연락드립니다. 수령 주소 변경이나 발급 내역 확인은 안내된 번호로 전화 주세요.",주의,"실제 카드사도 해외 부정사용 의심 시 고객에게 전화로 확인 연락을 하는 경우가 있어, '신청한 적 없다'는 사실만으로는 진짜와 가짜를 바로 구별하기 어려움. 문자·전화로 안내된 번호가 아니라 카드 뒷면이나 공식 홈페이지의 대표번호로 직접 확인해야 함.",Whoscall(카드사 사칭 보이스피싱 사례 분석),https://whoscall.com/ko/blog/articles/1295-%EC%B9%B4%EB%93%9C%EC%82%AC_%EC%82%AC%EC%B9%AD_%EB%B3%B4%EC%9D%B4%EC%8A%A4%ED%94%BC%EC%8B%B1_%EC%8A%A4%EB%AF%B8%EC%8B%B1_%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EC%9C%A0%EC%B6%9C_%EC%8A%A4%ED%8C%B8%EC%B0%A8%EB%8B%A8_%ED%9B%84%EC%8A%A4%EC%BD%9C_whoscall
51,보이스피싱,"전화를 받고 5천만원을 은행에서 처음 보는 계좌번호로 이체해달라는 요청을 받았어요. 최근에 통장에 큰돈이 들어왔다고도 하더라고요.",위험,"실제 BNK경남은행 직원이 계좌번호 형식이 일반적인 은행 계좌와 다르고 최근 거액 입금 정황이 수상해 보이스피싱임을 포착, 5천만원 피해를 막은 사례.",경인방송,https://news.ifm.kr/news/articleView.html?idxno=472990
52,보이스피싱,"전화로 지시받은 대로 은행에서 현금 3천만원을 인출해서 다른 계좌로 이체하려던 참이었어요.",위험,"실제 하나은행 직원이 고객의 현금 인출·이체 정황을 수상히 여겨 경찰에 신고, 출동한 경찰이 고객을 설득해 피해를 막은 사례.",경인방송,https://news.ifm.kr/news/articleView.html?idxno=472990
53,보이스피싱,"수사기관이라는 곳에서 전화가 와서, 모아둔 적금 1,600만원을 찾아 오라고 했어요.",위험,"실제 국민은행 직원이 수사기관 사칭 전화를 받은 고객의 인출 시도를 지연시키고 112에 신고해 피해를 막은 사례.",경인방송,https://news.ifm.kr/news/articleView.html?idxno=472990
54,스미싱,"[국세청] 종합소득세 환급금 32만원이 발생했습니다. 아래 링크에서 확인하세요.",위험,"국세청은 문자 속 링크로 환급 절차를 안내하지 않음. 실제 피해 사례에서는 링크를 누르면 카카오톡 주식 리딩방으로 연결되어 투자금을 요구받음.",한국인터넷진흥원 자료 기반 정리,https://lock.pub/ko/blog/elster-tax-phishing
55,스미싱,"세금 미수령 안내: 국세 환급 대상 여부를 확인하세요. 환급금 조회하기 (기한 임박)",주의,"국세청 로고·색상과 표 형태 안내, '환급 통지서 도착' 등 공공기관 문구를 흉내 낸 민간 세무대행 서비스 광고. 실제로 70대 이용자가 '국세청에서 돈 준다는 거냐'고 물을 정도로 착각한 사례가 보도됨. 국세청과 무관하다는 표시가 작아 눈에 띄지 않아 SilverLens가 100% 사기로 단정하지 않고 '광고성 민간 서비스'임을 설명할 수 있는지 테스트하는 용도.",다음뉴스,https://v.daum.net/v/20260207160124057
56,스미싱,"[CJ통운]우편물이수취두절(부배중)상태입니다. 재발송/주소지확인",위험,"CJ대한통운이 공식 공지에서 직접 확인한 실제 스미싱 문구. 띄어쓰기·맞춤법 오류('부배중', '두절')가 특징으로, 정상적인 기업 공지문에는 잘 나타나지 않는 신호.",CJ대한통운 공식 공지,https://www.cjlogistics.com/ko/newsroom/notice/NR_00000010
57,스미싱,"CJ대한통운입니다. 운종장번호 확인하시기 바랍니다",위험,"CJ대한통운이 공식 공지에서 직접 확인한 실제 스미싱 문구. '운송장'을 '운종장'으로 잘못 쓰는 등 오탈자가 있는 것이 특징.",CJ대한통운 공식 공지,https://www.cjlogistics.com/ko/newsroom/notice/NR_00000010
58,스미싱,"[CJ대한통운]고객님게서 택배가도착하였습니다 확인해주십시요.",위험,"CJ대한통운이 공식 공지에서 직접 확인한 실제 스미싱 문구. 띄어쓰기 누락과 '주십시요'(맞춤법 오류: 주십시오) 등 오류가 다수 포함됨.",CJ대한통운 공식 공지,https://www.cjlogistics.com/ko/newsroom/notice/NR_00000010
59,스미싱,"부재중으로 물품 미수취로 반송됩니다. (링크 포함)",위험,"CJ대한통운이 공식 공지에서 직접 확인한 실제 스미싱 문구. 부재중 배송 실패를 사칭해 불안감을 조성하고 링크 클릭을 유도.",CJ대한통운 공식 공지,https://www.cjlogistics.com/ko/newsroom/notice/NR_00000010
60,스미싱,"등기소포 수취불가상태 입니다. 주소지확인/변경요망 (링크 포함)",위험,"CJ대한통운이 공식 공지에서 직접 확인한 실제 스미싱 문구. 주소지 확인·변경을 명목으로 링크 클릭을 유도하는 전형적 택배 사칭형.",CJ대한통운 공식 공지,https://www.cjlogistics.com/ko/newsroom/notice/NR_00000010
61,정상,"[Web발신] CJ대한통운 보이는ARS 입니다 아래 URL을 클릭해주세요 (링크가 mfcc.co.kr로 시작)",안전,"스미싱 문구와 형태가 매우 비슷해 헷갈리기 쉽지만, 링크 주소가 CJ대한통운의 실제 '보이는 ARS' 서비스 도메인(mfcc.co.kr)으로 시작하면 정상적인 안내임. 단, 이 구분은 보안 블로그의 분석이며 CJ대한통운이 직접 공식 확인한 내용은 아니므로 참고용으로만 사용 권장.",보안 분석 블로그(참고용, 기관 공식 확인 아님),https://blog.supersu.kr/security/smartphone/fake-delivery-smishing-warning
62,스미싱,"고객님 부재로 인해 배송이 완료되지 않았습니다. 아래 링크에서 재배송 신청 바랍니다.",위험,"실제 택배기사도 부재중 안내 문자를 종종 보내기 때문에 진짜와 가짜를 구별하기 특히 어려운 유형. 링크 대신 반드시 택배사 공식 앱에서 직접 확인해야 함.",보안 블로그(택배 스미싱 분석),https://kimcopsblog.com/delivery-smishing/
63,스미싱,"(상품명이 표시되지 않은 택배가 주문한 적 없는데 문 앞에 도착)",주의,"주문하지 않은 정체불명의 택배가 도착하는 사례가 실제 보도됨. 흔히 '브러싱 스캠(brushing scam)'으로 불리며, 개인정보 유출이나 가짜 후기 조작에 악용될 수 있어 택배사에 확인이 필요함. 링크 클릭형 스미싱은 아니지만 고령층이 판단하기 헷갈려하는 유형.",아시아경제,https://www.asiae.co.kr/article/2025120110123762668
64,건강정보,"이 건강기능식품은 간 건강에 도움을 줄 수 있습니다.",안전,"식약처가 인정한 기능성 범위 내의 정상적인 표현. '치료'나 '즉각 효과'가 아니라 '도움을 줄 수 있다'는 보조적 표현을 사용해 법적으로 허용됨.",한국건강기능식품협회·소비자공익네트워크(공동 발간 심의기준),https://www.i-boss.co.kr/ab-6141-67604
65,건강정보,"이 제품을 드시면 간염이 개선됩니다.",위험,"건강기능식품은 식품이지 의약품이 아니므로 '간염 개선' 등 질병 치료·개선 효과를 명시하는 표현은 표시·광고 규정 위반에 해당함.",한국건강기능식품협회·소비자공익네트워크(공동 발간 심의기준),https://www.i-boss.co.kr/ab-6141-67604
66,건강정보,"이 제품은 수면의 질 개선에 도움을 줄 수 있습니다.",안전,"기능성 인정 범위 내에서 허용되는 정상적인 표현. 즉각적 효과나 치료를 암시하지 않음.",한국건강기능식품협회·소비자공익네트워크(공동 발간 심의기준),https://www.i-boss.co.kr/ab-6141-67604
67,건강정보,"이 제품을 드시면 복용 후 바로 숙면할 수 있습니다.",위험,"'즉각적인 효과', '복용' 등 의약품처럼 보이게 하는 표현은 건강기능식품 표시·광고 규정 위반. 정상 표현('도움을 줄 수 있음')과 한 끗 차이라 헷갈리기 쉬움.",한국건강기능식품협회·소비자공익네트워크(공동 발간 심의기준),https://www.i-boss.co.kr/ab-6141-67604
68,스미싱,"[국민연금공단] 국민연금복리후생수당 지급통지서가 발송되었습니다. 아래 링크에서 확인하세요. (발신번호 010-****-****)",위험,"국민연금공단이 공식적으로 확인한 사실: 010으로 시작하는 휴대전화번호로는 링크가 포함된 문자를 절대 보내지 않음. 발신번호가 010이면서 링크가 있으면 100% 사칭.",국민연금공단(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=124631
69,스미싱,"[국민연금공단] 국민연금 수급자격 인정 통지서를 확인하세요. (발신번호 010-****-****)",위험,"국민연금공단이 공식적으로 확인한 사실: 010으로 시작하는 휴대전화번호로는 링크가 포함된 문자를 절대 보내지 않음.",국민연금공단(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=124631
70,보이스피싱,"OOO님, 건강보험 환급금이 있으니 계좌를 확인해주세요. 본인 확인을 위해 주민등록번호를 알려주세요.",위험,"사기범이 실제 이름과 생년월일까지 알고 접근하는 경우가 많아 속기 쉬움. 공공기관은 전화로 주민등록번호 전체나 계좌 비밀번호를 요구하지 않음.",보안 정보 블로그(공공기관 사칭 사기 분석),https://lock.pub/ko/blog/lua-dao-bhxh-bao-hiem-xa-hoi-online
71,스미싱,"추석 안정대책발표 '생계지원자금' 접수 안내. 한도 소진으로 마감되기 전 카카오톡 ID로 문의해주세요.",위험,"안랩(AhnLab)이 AI 기반 탐지로 확인한 실제 추석 시즌 피싱 문자. 정부 지원금을 사칭해 카카오톡 1:1 채팅으로 유도한 뒤 개인정보를 탈취하거나 악성 URL로 악성 앱 설치를 유도.",안랩(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=122299
